map_id,run_index,true_creator,llm_believed_creator,llm_believed_creator_raw,parsed_ok,confidence_level,enjoyment,difficulty,frustration,novelty,aesthetics,reasoning,error,map_status
8Ua6YU1D,13,Human,AI,AI-generated,True,2.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely small and simple, looking more like a basic tutorial level or a randomly generated test case.",,ok
8Ua6YU1D,14,Human,Human,Human-designed,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle's tightness implies a deliberate, non-obvious solution sequence, a hallmark of human puzzle crafting.",,ok
8Ua6YU1D,15,Human,AI,AI-generated,True,2.0,1.0,1.0,1.0,1.0,2.0,"This appears to be a tutorial or introductory level, too simple for meaningful human design.",,ok
8Ua6YU1D,16,Human,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,The puzzle is unsolvable as presented because two boxes cannot fill four goals.,,ok
8Ua6YU1D,17,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is trivial with no obstacles, tricks, or planning required; it feels more like a basic functional output.",,ok
8Ua6YU1D,18,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,2.0,3.0,"The puzzle has a simple, focused design with a clear micro-puzzle centered around a small space, a human design trait.",,ok
8Ua6YU1D,19,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"The puzzle is very small and relies on a specific sequence of moves, which feels like a classic, simple human-made tutorial level.",,ok
8Ua6YU1D,20,Human,Human,Human-designed,True,3.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is extremely simple and direct, serving as a tutorial for basic movement and pushing.",,ok
aE7sjnta,1,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The level is extremely simple and feels like a tutorial, which is a common human design pattern.",,ok
aE7sjnta,2,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The level's small size, basic layout, and trivial solution make it feel like a procedurally generated tutorial puzzle.",,ok
aE7sjnta,3,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"This puzzle lacks any challenge or cleverness, making it feel more like an algorithm's simple output than a human creation.",,ok
aE7sjnta,4,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and lacks any interesting design or challenge, feeling more procedural or foundational.",,ok
aE7sjnta,5,AI,Human,Human-designed,True,2.0,4.0,2.0,1.0,2.0,4.0,"The puzzle's design feels deliberate, teaching the player a core concept about box ordering in a compact space.",,ok
aE7sjnta,6,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle has four goals but only two boxes, which feels like a strange, non-human design choice.",,ok
aE7sjnta,7,AI,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,"This feels like a tutorial level, designed with a clear, simple path to teach basic box interactions.",,ok
aE7sjnta,8,AI,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,"The puzzle has four goals but only two boxes, making it fundamentally broken and unsolvable as presented.",,ok
aE7sjnta,9,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,The puzzle is extremely simple and lacks any interesting ideas or structure suggesting a creative human touch.,,ok
aE7sjnta,10,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple with mirrored goal placements and a straightforward, uninspired solution path.",,ok
aE7sjnta,11,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is solved in four trivial moves with no planning required, suggesting a very basic generative process.",,ok
aE7sjnta,12,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is overly simple, symmetrical, and lacks any discernible clever idea or challenge, feeling procedurally generated.",,ok
aE7sjnta,13,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple with more goals than boxes, which feels like a procedural generation artifact.",,ok
aE7sjnta,14,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is very simple and likely serves as a tutorial, a common trait of human-designed level progressions.",,ok
aE7sjnta,15,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle has a simple layout with an obvious, direct solution that required no thoughtful planning.",,ok
aE7sjnta,16,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is designed as a simple tutorial, teaching the player basic box movement without any tricks.",,ok
aE7sjnta,17,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,The puzzle is trivial and lacks any cleverness or intentional design; it's a minimal setup.,,ok
aE7sjnta,18,AI,AI,AI-generated,True,2.0,2.0,2.0,3.0,1.0,2.0,"The puzzle's solution path is straightforward and lacks any ingenious or surprising steps, feeling mechanically generated.",,ok
aE7sjnta,19,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,This puzzle is basic and solved in a few moves without any real planning.,,ok
aE7sjnta,20,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is solved with four straightforward pushes, presenting no challenge or clever interactions.",,ok
bhRr4CCv,1,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and symmetrical, lacking any interesting challenge or clever design elements.",,ok
bhRr4CCv,2,Human,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,"The puzzle is immediately unsolvable as some boxes start directly against walls, a simple error a human would catch.",,ok
bhRr4CCv,3,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,3.0,"The puzzle has a simple, highly symmetrical layout, which is a common characteristic of early-stage or simple AI-generated levels.",,ok
bhRr4CCv,4,Human,Human,Human-designed,True,1.0,3.0,4.0,3.0,2.0,4.0,The puzzle's symmetric goal placement and central box cluster suggest intentional aesthetic design choices common in human puzzles.,,ok
bhRr4CCv,5,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle's solution is trivial, with each box simply being pushed directly onto a goal without any obstruction.",,ok
bhRr4CCv,6,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,4.0,5.0,"The puzzle has a clear thematic concept: using a single box to satisfy two goals, which is a classic human design pattern. The symmetrical layout, while simple, feels deliberate and aesthetically pleasing rather than random or purely functional.",,ok
bhRr4CCv,7,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,The level's perfect north-south symmetry and straightforward solution feel intentionally designed for an elegant puzzle experience.,,ok
bhRr4CCv,8,Human,AI,AI-generated,True,3.0,1.0,1.0,4.0,1.0,2.0,"The puzzle's simple, symmetrical layout and straightforward goal placement look like a basic, procedurally generated level.",,ok
bhRr4CCv,9,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,4.0,"The level introduces a simple idea in two symmetrical pairs, which is a classic human design pattern.",,ok
bhRr4CCv,10,Human,AI,AI-generated,True,2.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple with a symmetrical layout and a direct, unchallenging solution path.",,ok
bhRr4CCv,11,Human,AI,AI-generated,True,3.0,4.0,1.0,1.0,4.0,4.0,"The level uses a very simple 'complete one part to unlock the next' mechanic, which feels procedural.",,ok
bhRr4CCv,12,Human,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,The puzzle is unsolvable; there are nine goals but only four boxes to place on them.,,ok
bhRr4CCv,13,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,"The puzzle's simple, symmetric layout and straightforward solve path feel like a classic, intentionally designed introductory level.",,ok
bhRr4CCv,14,Human,Human,Human-designed,True,2.0,3.0,3.0,2.0,2.0,4.0,"The level design is symmetrical and feels intentionally crafted to introduce a core idea, which suggests human thought.",,ok
bhRr4CCv,15,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,4.0,The level feels intentionally symmetrical and has a clear progression that a human designer would favor for clarity.,,ok
bhRr4CCv,16,Human,AI,AI-generated,True,1.0,3.0,3.0,2.0,1.0,2.0,"The puzzle's simple, almost symmetrical layout and clustered goals feel very mechanical rather than creatively placed by a human.",,ok
bhRr4CCv,17,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,5.0,"The level is symmetrical and elegant, with a clear sequence of moves, which is typical of human design.",,ok
bhRr4CCv,18,Human,AI,AI-generated,True,3.0,1.0,1.0,5.0,1.0,1.0,"The puzzle is trivially broken, with a single move leading to an unsolvable state, suggesting a lack of human testing.",,ok
bhRr4CCv,19,Human,Human,Human-designed,True,2.0,4.0,3.0,1.0,2.0,4.0,"The puzzle's symmetric layout and use of a central hub feels very deliberate and intentional, suggesting human design.",,ok
bhRr4CCv,20,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is overly simplistic and symmetrical, lacking any real challenge or creative thought.",,ok
cHhvQJlr,1,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,4.0,"The puzzle is a small, focused test of shuffling boxes, a common human design pattern.",,ok
cHhvQJlr,2,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and lacks any challenging interactions, feeling like a basic tutorial level generator output.",,ok
cHhvQJlr,3,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,3.0,4.0,"This puzzle feels like it was designed around a single, specific trick involving shuffling boxes in a tight space.",,ok
cHhvQJlr,4,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The solution is straightforward and requires no complex planning, just pushing boxes to the nearest goals.",,ok
cHhvQJlr,5,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a classic, simple Sokoban setup focusing on fundamental box manipulation, typical of early human-made tutorial levels.",,ok
cHhvQJlr,6,AI,Human,Human-designed,True,3.0,5.0,2.0,1.0,3.0,5.0,"It requires a non-obvious, specific sequence of moves that feels like a classic, hand-crafted puzzle.",,ok
cHhvQJlr,7,AI,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,2.0,The puzzle is extremely simple and lacks any sort of clever trick or thematic design.,,ok
cHhvQJlr,8,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"The puzzle is trivially easy and solved with only a few obvious moves, suggesting a simple procedural generation.",,ok
cHhvQJlr,9,AI,AI,AI-generated,True,3.0,3.0,2.0,1.0,1.0,2.0,"The level's small size, simple L-shape, and straightforward solution path feel like a basic, uninspired configuration.",,ok
cHhvQJlr,10,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and feels more like a mechanical task than a tricky, human-made challenge.",,ok
cHhvQJlr,11,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,The puzzle is extremely simple and feels more like a tutorial-level mechanic demonstration than a designed challenge.,,ok
cHhvQJlr,12,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,1.0,4.0,"The puzzle logic feels very deliberate, requiring a specific sequence for a tight fit, typical of human design.",,ok
cHhvQJlr,13,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,1.0,3.0,"The puzzle has a simple, focused design with a clear, single path, which feels intentional and human-crafted.",,ok
cHhvQJlr,14,AI,Human,Human-designed,True,3.0,4.0,1.0,1.0,1.0,4.0,The structure feels handcrafted as a tutorial; it teaches moving boxes to clear paths.,,ok
cHhvQJlr,15,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is symmetrical, very simple, and lacks any interesting interactions or challenges.",,ok
cHhvQJlr,16,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple, with a direct solution and no complex interactions or misdirection involved.",,ok
cHhvQJlr,17,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is very basic, a common trait in early-stage or simple AI-generated content designed for solvability.",,ok
cHhvQJlr,18,AI,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle is a simple, common pattern focused on teaching fundamental box manipulation and ordering.",,ok
cHhvQJlr,19,AI,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle's small scale and straightforward solution path feel like a classic, intentionally designed introductory level.",,ok
cHhvQJlr,20,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is very simple and compact, teaching the basic concept of using one box to maneuver others.",,ok
cTxMstwv,1,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,The puzzle lacks any meaningful challenge; each box is just pushed directly onto an adjacent goal.,,ok
cTxMstwv,2,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple, lacking any creative or challenging elements, like something a basic algorithm might generate.",,ok
cTxMstwv,3,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is trivial, symmetrical, and lacks any semblance of a challenge, appearing more like a basic test case.",,ok
cTxMstwv,4,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"The puzzle is trivially simple, requiring only three pushes, suggesting an AI generating a basic test case.",,ok
cTxMstwv,5,AI,Human,Human-designed,True,3.0,5.0,4.0,2.0,5.0,5.0,"The level requires understanding a specific trick about box ordering, which feels like a deliberate human teachable moment.",,ok
cTxMstwv,6,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle has a simple, introductory feel, a small symmetrical layout, and is a well-known, classic design.",,ok
cTxMstwv,7,AI,Human,Human-designed,True,1.0,3.0,3.0,1.0,2.0,4.0,"The puzzle exhibits a clear sense of symmetry and intentional design, typical of human creators focusing on aesthetics.",,ok
cTxMstwv,8,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and symmetrical, lacking any interesting challenge or design flair a human would include.",,ok
cTxMstwv,9,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,1.0,"The puzzle lacks any challenge or cleverness, feeling like a basic, uninspired configuration possibly created for tutorial purposes.",,ok
cTxMstwv,10,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely basic with a direct, symmetrical solution and no opportunity for player error.",,ok
cTxMstwv,11,AI,Human,Human-designed,True,2.0,3.0,4.0,2.0,2.0,4.0,The puzzle's symmetric layout and clear structure suggest deliberate human design for aesthetic and conceptual reasons.,,ok
cTxMstwv,12,AI,AI,AI-generated,True,2.0,2.0,3.0,4.0,1.0,1.0,"The layout is basic, with boxes and goals in straightforward rows, which is common in AI-generated puzzles.",,ok
cTxMstwv,13,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and symmetrical, lacking any creative challenge or clever design elements.",,ok
cTxMstwv,14,AI,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,2.0,"It's a very simple, symmetrical puzzle structured like four identical, tiny sub-puzzles pushed together.",,ok
cTxMstwv,15,AI,AI,AI-generated,True,3.0,1.0,1.0,3.0,1.0,1.0,"The puzzle is fundamentally unsolvable from the initial state, which suggests a lack of human oversight.",,ok
cTxMstwv,16,AI,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a very structured, symmetrical, and almost tutorial-like appearance often found in human-made levels.",,ok
cTxMstwv,17,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,The puzzle's extreme simplicity and direct solution path suggest it was randomly generated rather than thoughtfully designed.,,ok
cTxMstwv,18,AI,Human,Human-designed,True,1.0,3.0,1.0,1.0,1.0,3.0,"The level seems too simple and straightforward, likely serving as a very basic tutorial puzzle designed by a human.",,ok
cTxMstwv,19,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle lacks any meaningful challenge or design, resembling a basic tutorial or a non-puzzle output.",,ok
cTxMstwv,20,AI,Human,Human-designed,True,1.0,2.0,1.0,1.0,1.0,3.0,"This feels more like an introductory level or a tutorial than a complex puzzle, which humans often design.",,ok
extLxWet,1,AI,AI,AI-generated,True,3.0,3.0,1.0,1.0,1.0,2.0,"The puzzle is simple, symmetrical, and lacks any intricate or creative design elements that suggest human touch.",,ok
extLxWet,2,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"This puzzle feels very formulaic, lacking the creative misdirection or 'aha' moment typical of human design.",,ok
extLxWet,3,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle has a simple, clean, and symmetrical aesthetic, lacking the usual complexity or awkwardness of AI-generated levels.",,ok
extLxWet,4,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"The puzzle is a simple test of ordering but has a clear, discoverable solution path typical of human design.",,ok
extLxWet,5,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,2.0,5.0,"The layout is clearly a smiley face, a deliberate aesthetic choice unlikely to be produced by an AI.",,ok
extLxWet,6,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple with a predictable solution, lacking the intentionality and subtle tricks of a human-designed level.",,ok
extLxWet,7,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle has a simple, accessible solution and a focused design that feels intentionally crafted for a player.",,ok
extLxWet,8,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle's simple, almost symmetrical layout and straightforward solution path feel mechanical and uninspired.",,ok
extLxWet,9,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle layout strongly resembles a smiley or frowny face, a classic human design trait.",,ok
extLxWet,10,AI,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is trivial, consisting of just pushing each box directly to its nearest goal without any obstacles or planning required.",,ok
extLxWet,11,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,The puzzle is highly symmetrical and the solution is a very direct sequence with no gimmicks.,,ok
extLxWet,12,AI,AI,AI-generated,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a simple, symmetrical layout and lacks any complex, tricky interactions typical of human design.",,ok
extLxWet,13,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"This feels like a straightforward introductory puzzle, focusing on basic sequential box placement without complex tricks.",,ok
extLxWet,14,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,The puzzle lacks distinctive design elements and feels like a basic permutation of boxes and goals.,,ok
extLxWet,15,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"The puzzle is very straightforward and symmetrical, feeling like a tutorial level created by a person.",,ok
extLxWet,16,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is simple and very symmetrical, lacking a distinct human touch or clever misdirection. It feels like a basic tutorial level.",,ok
extLxWet,17,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle has a simple, somewhat bland layout and a very straightforward solution path lacking human design flair.",,ok
extLxWet,18,AI,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,4.0,"This is a classic, almost archetypal tutorial layout with a simple, clear, and didactic solution path.",,ok
extLxWet,19,AI,AI,AI-generated,True,3.0,3.0,1.0,1.0,1.0,3.0,The level's symmetrical layout and straightforward solution path strongly suggest an algorithmically generated puzzle.,,ok
extLxWet,20,AI,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle is symmetrical, basic, and follows a straightforward solution path without any memorable tricks.",,ok
f8sbFI0a,1,Human,Human,Human-designed,True,2.0,4.0,3.0,2.0,3.0,4.0,"The puzzle has a clear flow and a single, elegant solution path, which feels intentional.",,ok
f8sbFI0a,2,Human,Human,Human-designed,True,1.0,3.0,1.0,1.0,1.0,4.0,"This feels like a simple tutorial level, designed with a clean, straightforward path to teach basic box pushing.",,ok
f8sbFI0a,3,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a clear, sequential solution path where each move sets up the next, feeling very deliberate.",,ok
f8sbFI0a,4,Human,AI,AI-generated,True,3.0,1.0,1.0,1.0,1.0,2.0,"The puzzle is extremely simple and lacks any interesting interactions, resembling a basic training level an AI might generate.",,ok
f8sbFI0a,5,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,"The puzzle is a simple, symmetrical, tutorial-like problem with no complex or confusing elements whatsoever.",,ok
f8sbFI0a,6,Human,Human,Human-designed,True,3.0,1.0,1.0,1.0,1.0,2.0,"The level is very simple, symmetrical, and seems designed as an easy tutorial, which is a common human design pattern.",,ok
f8sbFI0a,7,Human,Human,Human-designed,True,1.0,2.0,2.0,4.0,1.0,2.0,"The puzzle has a simple layout with what looks like an obvious trap, which is a common human design choice.",,ok
f8sbFI0a,8,Human,Human,Human-designed,True,2.0,4.0,3.0,1.0,2.0,4.0,"This puzzle feels intentional, focusing on a single, compact challenge without any strange or unnecessary elements.",,ok
f8sbFI0a,9,Human,Human,Human-designed,True,2.0,4.0,2.0,1.0,1.0,3.0,"The puzzle's small scale and clear, direct solution path feel like a classic, intentionally designed tutorial level.",,ok
f8sbFI0a,10,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,4.0,The structure is very clean and seems designed to teach a basic box-reordering concept.,,ok
f8sbFI0a,11,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle solution is very direct and short, with no deceptive paths or required planning.",,ok
f8sbFI0a,12,Human,Human,Human-designed,True,2.0,3.0,2.0,1.0,1.0,3.0,"The puzzle has a straightforward and compact design that focuses on a single, clean sequence of moves.",,ok
f8sbFI0a,13,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,"The puzzle has a simple, direct solution path requiring minimal backtracking, suggesting deliberate human design for a straightforward challenge.",,ok
f8sbFI0a,14,Human,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,3.0,"The level lacks any clever tricks or sub-puzzles, following a very direct and functional solution path.",,ok
f8sbFI0a,15,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,4.0,"The level design is symmetrical and clean, which is often a characteristic of human-made introductory puzzles.",,ok
f8sbFI0a,16,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle has a single, clear theme and a very focused, intentional solution path, typical of human design.",,ok
f8sbFI0a,17,Human,Human,Human-designed,True,2.0,3.0,1.0,1.0,1.0,3.0,The puzzle feels like a straightforward tutorial level designed to teach a simple unlocking mechanic.,,ok
f8sbFI0a,18,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,3.0,"The puzzle is very straightforward with an obvious, direct solution and lacks any clever design elements often found in human-made puzzles.",,ok
f8sbFI0a,19,Human,AI,AI-generated,True,1.0,2.0,1.0,1.0,1.0,3.0,The puzzle's solution is straightforward and lacks any specific human touch or clever trick.,,ok
f8sbFI0a,20,Human,Human,Human-designed,True,3.0,3.0,1.0,1.0,1.0,3.0,This puzzle is extremely simple and functions as more of a brief tutorial than a complex challenge.,,ok
H77pn4iQ,1,AI,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,3.0,"The puzzle is divided into distinct sections, requiring a logical sequence that feels handcrafted and intentional for the player's experience.",,ok
H77pn4iQ,2,AI,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,3.0,"The puzzle's layout feels very purposeful, forcing me to solve for specific boxes in a certain order.",,ok
H77pn4iQ,3,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,4.0,3.0,"The puzzle hinges on a clever, multi-step sequence to get boxes onto the right-side goals.",,ok
H77pn4iQ,4,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"It featured a very clear, sequential solving path where each box placement felt like solving a mini-puzzle.",,ok
H77pn4iQ,5,AI,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,3.0,"The puzzle's solution relied on a sequential, thoughtful process rather than brute force, suggesting deliberate design.",,ok
H77pn4iQ,6,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,"The puzzle requires solving sections in a specific order, which suggests deliberate human design for a guided experience.",,ok
H77pn4iQ,7,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,The disconnected layout and straightforward solution path feel more like an algorithmically generated puzzle than a handcrafted one.,,ok
H77pn4iQ,8,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle is neatly divided into three smaller, mostly separate problems, suggesting a thoughtful, human-centric design approach.",,ok
H77pn4iQ,9,AI,Human,Human-designed,True,3.0,4.0,3.0,2.0,2.0,3.0,"The level is built around interdependent sub-problems, requiring a specific solve order common in human design.",,ok
H77pn4iQ,10,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,3.0,3.0,"It involves a central theme of box ordering and path clearing, feeling more crafted than randomly generated.",,ok
H77pn4iQ,11,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle has a clear flow and sequence, where each box push enables the next, suggesting thoughtful design.",,ok
H77pn4iQ,12,AI,AI,AI-generated,True,1.0,3.0,1.0,1.0,1.0,2.0,"The level is composed of separate, simple vignettes rather than an interconnected, holistic puzzle design.",,ok
H77pn4iQ,13,AI,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,The puzzle has a logical flow and a clear structure that feels intentional and guides the solver's decisions.,,ok
H77pn4iQ,14,AI,Human,Human-designed,True,3.0,4.0,3.0,2.0,3.0,4.0,"The puzzle involves several clear sub-goals and a structured sequence, signs of deliberate human design.",,ok
H77pn4iQ,15,AI,Human,Human-designed,True,2.0,4.0,3.0,1.0,2.0,4.0,"The puzzle has a clear flow and a logical sequence of solving different sections, which feels intentional.",,ok
H77pn4iQ,16,AI,AI,AI-generated,True,2.0,3.0,2.0,1.0,1.0,2.0,The layout feels random and lacks a central theme or clever mechanic typically found in human designs.,,ok
H77pn4iQ,17,AI,Human,Human-designed,True,2.0,3.0,2.0,1.0,2.0,3.0,"The puzzle's solution reveals a logical, sequential path that feels intentionally crafted for a player's satisfaction.",,ok
H77pn4iQ,18,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,3.0,3.0,"The puzzle requires a specific, non-obvious sequence to solve, suggesting intentional design for a clever solution path.",,ok
H77pn4iQ,19,AI,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,"The puzzle is segmented, requiring the player to solve different areas in a logical order, which feels deliberate and handcrafted.",,ok
H77pn4iQ,20,AI,AI,AI-generated,True,2.0,2.0,1.0,1.0,1.0,2.0,"The puzzle lacks a clear, guiding structure or a central theme, feeling more like a randomly generated assortment of obstacles.",,ok
HjLVlKx4,1,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,4.0,"The puzzle focuses on a single, elegant choke point, a common characteristic of focused human puzzle design.",,ok
HjLVlKx4,2,Human,Human,Human-designed,True,3.0,4.0,3.0,1.0,2.0,3.0,"The puzzle focuses on a single, clear idea: fitting boxes into a small room, which feels like intentional design.",,ok
HjLVlKx4,3,Human,Human,Human-designed,True,3.0,3.0,2.0,1.0,1.0,3.0,"The puzzle is compact and focuses on a single, tight sequence, which is typical of human design.",,ok
HjLVlKx4,4,Human,Human,Human-designed,True,3.0,4.0,2.0,1.0,2.0,4.0,"The puzzle's elegant symmetry and a clear critical path suggest deliberate, thoughtful human design for a specific experience.",,ok
HjLVlKx4,5,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,The puzzle is a simple arrangement of boxes without any interesting interactions or a clever critical path.,,ok
HjLVlKx4,6,Human,AI,AI-generated,True,3.0,2.0,1.0,1.0,1.0,2.0,"The puzzle's layout and solution are extremely straightforward, with no complex interactions or intentional misdirection.",,ok
